客户ID,产品_1,产品_2,产品_3,产品_4,产品_5,产品_6,产品_7,产品_8,产品_9,产品_10,产品_11,产品_12
"K310180","F","F","T","F","T","T","T","T","T","T","F","F"
"K154710","F","F","F","F","T","F","F","T","T","T","F","F"
"K154730","F","F","F","F","F","F","F","T","T","T","F","F"
"K309190","F","F","F","F","T","T","T","T","F","T","F","F"
"K309470","F","F","F","F","T","T","T","T","F","T","T","T"
"K308870","F","F","F","F","T","T","T","T","T","T","T","F"
"K308990","F","F","F","F","T","T","T","T","T","T","F","F"
"K154700","F","F","F","F","T","F","F","F","T","T","F","F"
"K154740","F","F","F","F","F","F","F","T","F","T","T","F"
"K309110","F","T","F","F","T","T","T","T","T","T","F","F"
"K309530","F","F","T","F","T","T","T","F","F","T","F","F"
"K308660","F","F","F","F","T","T","T","T","F","T","T","T"
"K308800","F","F","T","T","T","T","T","T","T","T","F","F"
"K154750","F","T","F","F","T","F","F","T","T","T","F","F"
"K154940","F","F","F","F","T","T","F","F","T","T","T","T"
"K308860","F","T","T","F","T","T","F","F","T","T","F","F"
"K309560","F","F","F","F","T","T","T","T","F","T","F","F"
"K311020","F","F","F","F","T","T","T","T","T","T","F","F"
"K308300","F","F","F","F","T","F","T","F","T","T","T","F"
"K154620","F","F","F","F","T","T","F","T","T","T","F","F"
"K308360","F","F","F","F","T","T","T","T","T","T","F","F"
"K308470","F","T","F","T","T","F","T","T","F","T","F","F"
"K307900","F","F","F","F","T","T","T","T","T","T","T","F"
"K307910","F","F","F","F","T","F","T","T","T","T","F","T"
"K154570","F","F","F","F","F","F","T","T","T","T","F","F"
"K154640","F","T","T","F","F","F","F","T","T","T","F","T"
"K308040","F","F","F","F","T","T","T","F","F","T","F","F"
"K308480","F","F","F","F","T","T","T","T","F","T","F","F"
"K307770","F","F","F","T","T","T","T","T","T","T","F","F"
"K307740","F","T","T","F","T","T","T","T","T","T","F","F"
"K307820","F","F","F","F","T","F","T","F","T","T","F","F"
"K154650","F","F","T","T","T","T","T","T","T","T","F","F"
"K154560","F","F","F","F","F","F","F","T","T","T","T","F"
"K307890","F","F","F","F","T","F","F","T","T","T","T","T"
"K308500","F","F","F","F","T","T","T","F","T","T","F","F"
"K307250","F","F","F","F","T","T","T","F","T","T","F","F"
"K154430","F","F","F","F","T","F","F","T","F","T","F","F"
"K307240","F","F","F","F","T","T","T","F","F","T","F","T"
"K307550","F","F","F","F","T","T","T","F","F","T","F","F"
"K307180","F","F","F","T","T","T","T","F","F","T","T","T"
"K154410","F","F","F","F","T","T","T","T","T","T","F","F"
"K154470","F","F","F","F","F","T","T","T","T","T","F","F"
"K307190","F","F","F","F","T","T","T","T","F","T","F","F"
"K306890","F","F","F","F","T","T","F","F","F","T","F","F"
"K306920","F","F","F","F","T","T","T","T","T","T","F","F"
"K154390","F","F","F","F","T","F","F","T","F","T","F","F"
"K154490","F","F","F","F","F","T","F","T","F","T","T","F"
"K306870","F","F","T","F","T","T","T","T","F","T","F","F"
"K307580","F","T","F","F","T","T","T","T","T","T","T","F"
"K308560","F","F","F","F","T","T","T","T","F","T","F","F"
"K154320","F","F","F","F","T","T","T","T","T","T","T","F"
"K154340","F","F","F","F","F","F","F","T","F","T","F","F"
"K306710","F","F","F","F","F","T","T","T","T","T","F","F"
"K306470","F","F","F","F","T","T","T","F","F","T","F","F"
"K154350","F","F","F","F","F","F","F","T","T","T","F","F"
"K306650","F","F","F","F","T","T","T","T","T","T","F","F"
"K306760","F","F","F","F","T","T","T","T","T","T","F","F"
"K306290","F","F","F","F","T","T","T","F","T","T","F","F"
"K306380","F","F","F","F","T","T","T","T","F","T","F","F"
"K154360","F","F","F","F","F","F","F","T","T","T","T","F"
"K306210","F","T","T","T","T","T","F","T","F","T","F","F"
"K306230","F","F","F","F","T","T","T","T","T","T","F","F"
"K306440","F","F","F","F","T","T","T","T","F","T","T","T"
"K305990","F","F","F","F","T","T","T","F","T","T","F","T"
"K154160","F","T","F","F","T","F","T","F","T","T","F","F"
"K305950","F","F","F","F","T","T","T","T","T","T","F","T"
"K305760","F","F","F","F","T","T","T","T","T","T","T","T"
"K305860","F","F","F","F","T","T","T","T","F","T","F","F"
"K154150","F","T","T","T","T","T","T","T","T","T","F","F"
"K305890","F","F","F","F","T","T","T","T","T","T","F","F"
"K305640","F","T","F","F","T","T","T","F","F","T","T","T"
"K305660","F","F","F","F","T","T","T","T","F","T","T","F"
"K305550","F","F","F","F","T","T","T","F","F","T","F","F"
"K305700","F","F","T","F","T","T","T","T","F","T","T","T"
"K154230","F","F","F","F","T","T","F","T","T","T","F","F"
"K305720","F","F","F","F","T","T","T","T","T","T","F","F"
"K306180","F","F","F","F","T","T","T","T","T","T","F","T"
"K306820","F","T","T","T","T","T","T","T","T","T","F","F"
"K305130","F","F","F","F","T","T","T","T","T","T","F","F"
"K154040","F","F","F","F","F","F","F","T","T","T","T","T"
"K305090","F","F","F","T","T","T","T","T","T","T","F","F"
"K305290","F","F","F","F","T","T","T","F","F","T","F","F"
"K305030","F","F","F","F","T","T","T","T","F","T","F","F"
"K305060","F","F","F","F","T","T","T","F","T","T","F","F"
"K305080","F","F","F","F","T","T","T","T","T","T","F","F"
"K305350","F","F","F","F","T","T","T","T","T","T","F","F"
"K153950","F","F","F","F","T","T","T","T","T","T","T","F"
"K304880","F","F","F","F","T","T","T","T","T","T","T","T"
"K304820","F","F","F","F","T","T","T","F","F","T","F","F"
"K304900","F","F","F","F","F","T","T","F","F","T","F","F"
"K304720","F","F","F","F","T","T","T","T","T","T","F","F"
"K153970","F","F","F","F","T","F","T","F","T","T","F","F"
"K305380","F","T","T","T","T","T","T","F","F","T","F","F"
"K304490","F","F","F","F","T","T","T","T","T","T","F","F"
"K304520","F","F","F","F","T","T","T","T","T","T","F","F"
"K304440","F","T","T","T","T","T","T","F","T","T","F","F"
"K304530","F","T","F","F","T","T","F","F","F","T","T","T"
"K304310","F","F","F","F","T","F","T","T","T","T","F","F"
"K153860","F","F","F","F","F","F","F","F","T","T","T","T"
"K304420","F","F","F","F","T","T","T","F","F","T","F","F"
"K304630","F","F","F","F","T","T","T","F","T","T","F","F"
"K304000","F","F","F","F","T","T","T","F","F","T","F","T"
"K153850","F","F","F","F","F","F","F","T","T","T","F","F"
"K303900","F","T","T","T","T","T","T","T","T","T","F","F"
"K304260","F","F","F","F","T","T","T","T","T","T","F","F"
"K304640","F","F","F","F","T","T","T","T","T","T","T","F"
"K305470","F","F","F","F","T","T","T","F","F","T","T","F"
"K303730","F","T","F","F","T","T","T","F","F","T","F","T"
"K303770","F","F","F","F","T","T","T","T","T","T","T","T"
"K153720","F","F","F","F","F","F","F","T","T","T","F","F"
"K303810","F","F","F","F","T","T","T","T","T","T","T","T"
"K303530","F","F","F","F","T","T","T","T","T","T","F","F"
"K153670","F","F","F","F","T","T","F","T","T","T","F","F"
"K153770","F","T","F","F","F","F","F","T","T","T","F","F"
"K303690","F","F","F","F","T","T","T","T","T","T","F","T"
"K303820","F","F","F","F","T","T","T","F","F","T","T","F"
"K303250","F","F","F","F","T","T","T","T","F","T","F","F"
"K153610","F","F","F","F","F","F","F","T","T","T","F","F"
"K303310","F","F","F","T","T","T","T","T","T","T","T","T"
"K153630","F","F","F","F","F","F","F","F","T","T","F","F"
"K303320","F","F","F","F","T","T","T","T","T","T","F","F"
"K153780","F","F","F","F","F","F","F","T","T","T","F","F"
"K303210","F","T","F","F","T","T","T","T","T","T","F","F"
"K153640","F","F","F","F","F","F","F","T","T","T","F","T"
"K303220","F","T","F","F","T","T","T","T","T","T","F","F"
"K303390","F","F","F","F","T","T","T","T","T","T","F","F"
"K303850","F","F","F","F","T","T","T","F","F","T","F","F"
"K303040","F","F","F","F","T","F","T","F","F","T","F","F"
"K153500","F","F","F","F","F","F","F","T","T","T","F","F"
"K303090","F","F","F","F","T","T","T","F","F","T","F","F"
"K153510","F","T","F","T","F","T","F","T","T","T","F","F"
"K302980","F","F","F","F","T","T","T","T","F","T","T","T"
"K303110","F","F","F","F","T","T","T","T","T","T","F","F"
"K302950","F","F","T","F","T","T","T","T","T","T","T","T"
"K153560","F","F","F","F","F","F","F","T","T","T","F","F"
"K302970","F","F","F","F","T","T","T","T","T","T","T","T"
"K303160","F","F","F","F","T","T","T","T","T","T","F","F"
"K155960","F","F","F","F","T","T","T","T","T","T","T","T"
"K302840","F","F","T","F","T","T","T","T","F","T","F","T"
"K154690","F","F","F","F","F","F","F","T","T","T","T","T"
"K153570","F","F","F","F","F","F","F","T","T","T","F","F"
"K154110","F","F","F","F","F","F","T","T","T","T","F","F"
"K302900","F","F","F","F","T","T","T","T","T","T","T","F"
"K305520","F","F","F","F","T","T","T","T","T","T","T","T"
"K308640","F","F","F","F","T","T","T","T","F","T","F","F"
"K313610","F","F","F","F","T","T","T","T","T","T","F","F"
"K302570","F","F","F","F","T","F","T","T","F","T","T","F"
"K153360","F","F","F","F","F","F","F","T","T","T","T","T"
"K302600","F","F","F","F","T","T","T","T","F","T","F","F"
"K153380","F","F","F","F","T","F","F","T","T","T","F","F"
"K302610","F","F","T","T","T","T","T","T","F","T","F","F"
"K302420","F","F","F","F","T","T","T","T","T","T","F","F"
"K153340","F","F","F","F","T","F","T","T","T","T","F","F"
"K153390","F","F","F","F","F","F","F","T","T","T","T","F"
"K302520","F","F","F","F","T","T","T","T","T","T","F","F"
"K302630","F","F","F","F","T","T","T","F","T","T","F","F"
"K302270","F","F","F","F","T","T","T","T","F","T","T","F"
"K302180","F","F","F","F","T","T","T","T","T","T","F","F"
"K302390","F","T","T","F","T","T","T","F","F","T","T","T"
"K153410","F","F","F","F","T","T","T","T","T","T","T","T"
"K302130","F","F","F","F","T","T","T","F","F","T","T","T"
"K302170","F","F","F","F","T","T","T","F","F","T","F","F"
"K302400","F","F","F","F","T","T","T","T","T","T","F","T"
"K302640","F","T","F","F","T","T","T","F","F","T","T","T"
"K153200","F","F","F","F","T","T","T","F","T","T","T","F"
"K302000","F","T","F","F","T","T","T","F","T","T","F","F"
"K301850","F","T","T","T","T","T","T","F","F","T","F","F"
"K302070","F","F","F","T","T","T","T","F","F","T","F","F"
"K301790","F","F","F","F","T","T","T","T","T","T","F","F"
"K153170","F","F","F","T","F","F","F","T","T","T","T","F"
"K153240","F","T","T","F","F","F","F","F","F","T","F","F"
"K301840","F","T","F","F","T","T","F","T","T","T","T","T"
"K302100","F","F","F","F","T","T","T","T","T","T","F","F"
"K301710","F","F","F","F","T","T","T","T","F","T","T","T"
"K153130","F","F","F","F","F","T","T","F","T","T","T","F"
"K301630","F","T","F","F","T","T","T","T","T","T","F","F"
"K153250","F","F","F","F","F","F","F","F","T","T","T","T"
"K302120","F","F","T","F","T","T","T","T","F","T","F","F"
"K302730","F","F","F","F","T","T","T","T","F","T","F","F"
"K301360","F","F","F","F","T","F","T","T","T","T","F","F"
"K301480","F","F","F","F","T","T","T","T","T","T","F","F"
"K301060","F","F","F","F","T","F","T","T","T","T","F","F"
"K152920","F","F","F","F","F","F","F","T","T","T","T","T"
"K152940","F","F","T","F","F","F","F","T","T","T","T","T"
"K301020","F","T","T","T","T","T","T","F","F","T","F","F"
"K152960","F","T","T","T","F","F","F","T","T","T","F","F"
"K301150","F","T","T","T","T","T","T","T","T","T","T","T"
"K301540","F","F","F","F","T","T","T","F","T","T","T","T"
"K300870","F","T","T","T","T","T","T","F","T","T","T","F"
"K152870","F","T","F","F","T","F","T","T","T","T","F","F"
"K300850","F","F","F","F","T","T","T","T","T","T","T","T"
"K300770","F","F","F","F","T","T","T","F","T","T","T","F"
"K300800","F","F","F","F","T","T","T","T","T","T","T","T"
"K152810","F","F","F","F","F","F","F","T","T","T","T","T"
"K152890","F","F","F","F","F","T","T","T","T","T","F","F"
"K300810","F","F","F","F","T","F","T","T","T","T","F","F"
"K300950","F","T","T","T","T","T","T","T","T","T","T","T"
"K300650","F","F","F","F","T","T","T","T","T","T","F","F"
"K300670","F","F","F","F","T","T","T","F","T","T","T","T"
"K300630","F","F","F","F","T","T","T","T","F","T","F","F"
"K300700","F","F","F","F","T","T","T","T","T","T","F","F"
"K152910","F","F","F","F","F","F","F","T","T","T","F","F"
"K153120","F","T","F","F","F","F","F","T","T","T","F","F"
"K300740","F","F","F","F","T","T","F","T","T","T","F","F"
"K300980","F","F","F","F","T","T","T","T","T","T","F","F"
"K300300","F","T","F","T","T","T","T","T","F","T","F","F"
"K300280","F","F","F","T","T","T","T","T","T","T","F","F"
"K300440","F","F","F","F","T","T","T","F","F","T","F","F"
"K152630","F","F","F","F","F","F","F","T","T","T","F","F"
"K300260","F","F","F","F","T","T","T","T","T","T","T","F"
"K300480","F","F","F","F","F","T","T","T","T","T","F","F"
"K300120","F","F","F","F","T","T","T","T","F","T","T","T"
"K152500","F","F","F","T","F","T","T","T","T","T","F","F"
"K300140","F","F","F","T","T","T","T","T","T","T","F","T"
"K152510","F","F","F","F","F","F","F","T","T","T","F","F"
"K152650","F","T","T","T","F","F","F","T","T","T","F","F"
"K300030","F","T","F","T","T","T","T","T","F","T","T","T"
"K300040","F","T","T","F","T","T","T","F","F","T","F","F"
"K300220","F","T","T","T","T","T","T","T","T","T","F","F"
"K299620","F","F","F","F","T","T","T","F","F","T","F","F"
"K299630","F","F","F","F","T","T","T","T","T","T","F","F"
"K299540","F","F","F","F","T","T","T","T","T","T","T","T"
"K299740","F","F","F","T","T","T","T","T","T","T","F","F"
"K299350","F","F","F","F","T","T","T","T","T","T","F","F"
"K152430","F","F","F","F","F","F","F","T","T","T","T","T"
"K152460","F","F","F","F","F","F","F","T","T","T","T","T"
"K299470","F","F","F","F","T","T","T","F","F","T","F","F"
"K299920","F","F","F","F","T","T","T","T","T","T","T","T"
"K299290","F","F","F","F","T","T","T","F","T","T","F","F"
"K299310","F","T","T","T","T","T","T","T","F","T","F","F"
"K299280","F","T","T","T","T","T","T","F","F","T","F","F"
"K299190","F","F","F","F","T","T","T","T","F","T","T","F"
"K299340","F","F","F","F","T","T","T","F","T","T","F","F"
"K300580","F","F","F","F","T","T","T","T","F","T","T","T"
"K299040","F","F","F","F","T","T","T","T","T","T","F","F"
"K299050","F","F","F","F","T","T","T","T","F","T","F","F"
"K298990","F","F","F","F","T","T","T","T","F","T","F","F"
"K299090","F","F","F","F","T","T","T","T","T","T","F","F"
"K152280","F","F","F","F","T","T","T","T","T","T","T","T"
"K152330","F","F","F","F","F","F","F","T","T","T","T","T"
"K298980","F","F","F","F","T","T","T","F","F","T","F","F"
"K299140","F","F","F","F","T","T","T","F","T","T","F","F"
"K152230","F","F","F","F","F","F","F","T","T","T","F","F"
"K298820","F","F","F","F","T","T","T","T","T","T","F","F"
"K298740","F","F","F","F","T","T","T","F","F","T","F","F"
"K298900","F","T","F","F","T","T","T","T","T","T","T","T"
"K298710","F","F","F","F","T","T","T","T","F","T","F","F"
"K298730","F","F","F","F","T","T","T","T","T","T","T","T"
"K298910","F","F","F","F","T","T","T","F","F","T","F","F"
"K299170","F","F","T","F","T","T","T","T","T","T","T","T"
"K152170","F","F","F","F","F","T","T","F","T","T","F","F"
"K298490","F","F","F","F","T","T","T","T","T","T","T","T"
"K152200","F","F","T","F","F","F","F","F","T","T","T","T"
"K298570","F","F","T","T","T","T","T","T","F","T","T","F"
"K298310","F","F","F","F","T","T","T","T","T","T","T","T"
"K298320","F","F","F","F","T","T","T","T","T","T","F","T"
"K152140","F","F","F","F","F","F","F","F","T","T","F","F"
"K298330","F","F","F","F","T","T","T","T","T","T","T","F"
"K298100","F","F","F","F","T","T","T","T","T","T","F","F"
"K298140","F","F","F","F","T","T","T","T","T","T","T","T"
"K298150","F","F","F","F","T","T","T","T","T","T","T","T"
"K152380","F","F","F","T","F","F","T","T","T","T","T","T"
"K298270","F","T","F","F","T","T","T","F","F","T","F","F"
"K298680","F","F","F","F","T","T","T","T","F","T","T","T"
"K299180","F","T","T","T","T","T","T","T","T","T","F","F"
"K300610","F","F","F","F","T","T","T","T","T","T","T","T"
"K302760","F","F","F","F","T","T","T","F","F","T","F","F"
"K151960","F","F","F","F","F","T","F","T","T","T","F","F"
"K297940","F","T","T","T","T","T","T","T","T","T","T","T"
"K297710","F","F","F","F","T","T","T","T","T","T","F","T"
"K297950","F","F","F","F","T","T","T","T","T","T","F","F"
"K297670","F","T","T","T","T","T","T","F","F","T","T","T"
"K297980","F","F","F","F","T","T","T","F","T","T","F","F"
"K297480","F","F","F","F","F","T","T","T","T","T","T","T"
"K151880","F","F","T","F","F","T","F","T","T","T","F","T"
"K297490","F","F","F","F","T","T","T","T","F","T","F","F"
"K151890","F","F","F","F","T","T","F","F","T","T","F","F"
"K297460","F","T","T","T","T","T","T","T","F","T","F","F"
"K297430","F","F","F","F","T","T","T","T","T","T","F","F"
"K297560","F","F","F","F","T","T","T","T","T","T","T","T"
"K297130","F","F","F","F","T","T","T","T","T","T","F","F"
"K151820","F","F","F","F","F","F","F","F","T","T","F","F"
"K297200","F","F","F","F","T","T","T","F","T","T","F","F"
"K297240","F","F","F","F","T","T","T","F","T","T","F","F"
"K151850","F","F","T","F","F","F","F","T","T","T","F","F"
"K297090","F","F","F","F","T","T","F","T","T","T","F","F"
"K297370","F","F","F","F","T","T","T","F","T","T","T","T"
"K296920","F","F","F","F","T","T","F","T","T","T","F","F"
"K151740","F","F","F","T","F","F","F","F","T","T","F","F"
"K296800","F","F","F","F","T","T","T","T","T","T","F","F"
"K296940","F","F","F","F","T","T","T","F","F","T","T","T"
"K296720","F","F","F","F","T","T","T","T","T","T","F","F"
"K151620","F","F","F","F","T","T","T","F","T","T","F","F"
"K296380","F","F","F","F","T","T","T","T","T","T","F","F"
"K296320","F","F","F","F","T","T","T","T","T","T","F","F"
"K296460","F","T","T","T","T","T","T","T","T","T","T","F"
"K296220","F","F","F","F","T","T","T","T","T","T","F","T"
"K151600","F","T","T","T","F","T","F","T","F","T","T","F"
"K151690","F","F","F","F","T","F","F","T","T","T","F","F"
"K296300","F","F","T","F","T","T","T","F","T","T","T","T"
"K296540","F","F","F","F","T","T","T","F","F","T","F","F"
"K296070","F","F","F","F","T","T","T","F","T","T","F","T"
"K151540","F","F","F","F","T","T","F","T","T","T","F","F"
"K296120","F","F","F","F","T","T","F","T","F","T","F","F"
"K151550","F","T","F","T","F","T","T","T","F","T","F","F"
"K296150","F","F","F","F","T","T","T","T","T","T","T","T"
"K296020","F","F","F","F","T","T","T","T","T","T","T","T"
"K296040","F","F","F","F","T","T","T","F","T","T","F","F"
"K296550","F","F","F","F","T","T","T","F","F","T","F","F"
"K151450","F","T","T","T","F","F","F","F","T","T","F","F"
"K295900","F","T","F","T","T","T","T","T","T","T","F","T"
"K151490","F","F","T","T","T","T","T","F","F","T","F","F"
